Diet,Transport,Electricity Usage (kWh),Vehicle Type,Vehicle Monthly Distance Km,Heating Energy Source,Energy efficiency,How Long TV PC Daily Hour,How Long Internet Daily Hour,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,Frequency of Traveling by Air,CarbonEmission
pescatarian,private,13.5,lpg,6571,electricity,Yes,0,9,large,7,46,never,4038
pescatarian,private,27,diesel,8457,wood,Sometimes,9,0,large,4,36,very frequently,4729
omnivore,private,22.5,lpg,2463,electricity,Yes,5,5,large,2,21,frequently,1780
vegan,private,30,lpg,1170,coal,No,5,10,small,2,9,never,1208
pescatarian,private,66,lpg,5102,electricity,No,16,12,small,5,20,frequently,3166
omnivore,private,28.5,lpg,2222,electricity,No,1,17,small,1,17,frequently,2009
vegan,private,103.5,hybrid,9623,wood,No,24,21,extra large,1,38,rarely,3200
omnivore,private,25.5,lpg,6726,electricity,No,5,7,medium,5,27,never,3362
pescatarian,private,13.5,hybrid,4206,electricity,Yes,3,3,medium,7,35,rarely,2629
omnivore,private,57,electric,7185,natural gas,Sometimes,7,24,large,4,30,very frequently,3859
pescatarian,private,42,diesel,3225,wood,Sometimes,6,16,medium,5,10,rarely,1878
vegan,private,49.5,petrol,4362,wood,Sometimes,6,21,medium,5,36,very frequently,5279
omnivore,private,46.5,petrol,8046,natural gas,Sometimes,8,15,small,1,11,rarely,4552
vegan,private,55.5,diesel,6852,natural gas,Yes,7,23,large,3,8,never,2225
omnivore,private,57,diesel,7926,natural gas,Sometimes,18,2,medium,5,47,very frequently,5735
vegan,private,39,electric,5391,coal,No,13,0,large,4,2,very frequently,2866
vegetarian,private,49.5,diesel,3775,coal,Sometimes,10,13,large,4,30,very frequently,3617
vegetarian,private,75,hybrid,59,electricity,Sometimes,18,14,extra large,3,39,very frequently,2754
pescatarian,private,66,hybrid,9745,natural gas,No,20,4,large,2,10,never,2760
vegetarian,private,51,hybrid,3201,coal,No,7,20,large,5,1,frequently,2358
omnivore,private,94.5,diesel,3228,wood,Yes,20,23,extra large,1,41,never,2139
omnivore,private,93,petrol,9599,coal,No,21,20,small,4,33,never,4974
omnivore,private,73.5,lpg,7188,coal,No,24,1,small,4,14,very frequently,4546
pescatarian,private,27,diesel,5833,electricity,Sometimes,2,14,large,5,7,rarely,2099
omnivore,private,79.5,electric,112,natural gas,Yes,19,15,medium,4,17,very frequently,2268
vegetarian,private,76.5,lpg,7989,natural gas,No,20,11,small,5,44,never,4056
omnivore,private,7.5,petrol,4553,electricity,Sometimes,2,1,medium,5,38,rarely,3016
omnivore,private,87,hybrid,9242,electricity,No,19,20,large,3,46,never,2680
vegetarian,private,22.5,petrol,2660,wood,Yes,3,9,small,5,37,rarely,2265
omnivore,private,46.5,electric,4416,wood,Yes,11,9,large,2,25,very frequently,2947
vegan,private,75,electric,6246,natural gas,Yes,21,8,extra large,3,32,frequently,2265
vegetarian,private,6,petrol,5866,wood,No,0,4,extra large,5,4,frequently,4035
vegan,private,69,electric,7978,wood,No,16,14,small,7,21,frequently,2306
omnivore,private,64.5,hybrid,4093,electricity,Yes,19,5,extra large,6,31,never,1842
vegetarian,private,49.5,lpg,9584,wood,No,16,1,medium,4,42,frequently,4625
vegetarian,private,49.5,electric,5899,coal,Yes,9,15,medium,4,41,never,1567
omnivore,private,25.5,electric,4312,natural gas,No,8,1,small,1,17,frequently,1272
vegan,private,28.5,diesel,6482,electricity,No,8,3,large,3,47,very frequently,4561
vegan,private,48,petrol,9598,electricity,Sometimes,16,0,medium,6,37,never,4209
vegetarian,private,37.5,electric,2580,coal,No,12,1,medium,2,49,very frequently,2830
pescatarian,private,58.5,diesel,3026,wood,No,14,11,extra large,7,4,frequently,2404
pescatarian,private,64.5,petrol,7023,electricity,No,19,5,extra large,4,38,frequently,4846
pescatarian,private,73.5,lpg,4376,natural gas,No,24,1,extra large,2,17,very frequently,4335
omnivore,private,79.5,petrol,2311,natural gas,No,17,19,extra large,2,11,very frequently,3683
vegetarian,private,31.5,electric,1834,natural gas,No,10,1,extra large,5,22,frequently,1713
omnivore,private,79.5,electric,954,electricity,No,21,11,extra large,1,41,very frequently,2387
vegetarian,private,43.5,petrol,5093,coal,Yes,11,7,extra large,4,42,never,3913
omnivore,private,51,lpg,9062,electricity,Yes,5,24,small,4,50,rarely,4068
omnivore,private,81,electric,9799,coal,Yes,17,20,large,4,41,very frequently,3149
vegetarian,private,19.5,petrol,7719,wood,Sometimes,5,3,extra large,3,9,frequently,3676
pescatarian,private,63,diesel,5122,electricity,No,15,12,extra large,4,39,frequently,3135
pescatarian,private,39,diesel,8771,natural gas,No,2,22,medium,6,0,very frequently,4156
vegetarian,private,52.5,diesel,7201,electricity,No,6,23,large,5,37,frequently,4513
pescatarian,private,81,electric,3280,coal,Sometimes,16,22,large,6,13,never,1350
vegetarian,private,4.5,hybrid,1349,natural gas,Yes,0,3,extra large,1,46,frequently,1630
vegetarian,private,55.5,lpg,626,wood,Sometimes,16,5,large,2,2,very frequently,2448
pescatarian,private,28.5,petrol,7703,natural gas,No,0,19,large,6,32,frequently,5162
vegetarian,private,27,hybrid,9611,wood,Sometimes,1,16,medium,4,10,frequently,4215
vegetarian,private,88.5,electric,1219,wood,Yes,18,23,small,4,22,never,783
vegan,private,66,petrol,654,wood,Yes,11,22,medium,3,43,never,1515
pescatarian,private,64.5,lpg,8869,coal,No,13,17,extra large,4,48,frequently,4116
vegan,private,45,petrol,1471,electricity,No,5,20,extra large,2,6,frequently,2065
vegetarian,private,52.5,lpg,4171,natural gas,No,11,13,extra large,7,49,very frequently,4893
vegan,private,58.5,diesel,8308,wood,No,15,9,large,5,23,very frequently,4847
omnivore,private,9,diesel,4987,natural gas,Yes,3,0,medium,7,31,very frequently,4998
pescatarian,private,63,lpg,6879,electricity,Yes,16,10,extra large,2,5,frequently,2805
vegan,private,28.5,electric,1815,natural gas,Sometimes,2,15,small,1,15,very frequently,2181
omnivore,private,46.5,petrol,8898,wood,Yes,11,9,medium,7,0,frequently,5592
pescatarian,private,15,electric,3633,coal,No,5,0,small,5,27,frequently,2133
omnivore,private,69,lpg,5539,natural gas,No,22,2,small,2,3,never,1923
vegan,private,88.5,hybrid,7640,coal,No,23,13,medium,1,32,frequently,3528
pescatarian,private,48,lpg,6653,wood,No,7,18,small,2,8,very frequently,4395
vegetarian,private,79.5,diesel,4730,wood,No,15,23,large,5,19,rarely,2617
vegan,private,69,diesel,9965,coal,No,15,16,medium,1,27,never,3804
omnivore,private,54,lpg,4992,coal,No,11,14,medium,2,27,very frequently,5340
omnivore,private,51,electric,475,electricity,Sometimes,15,4,large,6,35,frequently,1746
pescatarian,private,28.5,petrol,2336,coal,Sometimes,8,3,medium,1,39,very frequently,3112
vegan,private,37.5,electric,3976,coal,No,12,1,medium,2,28,never,1188
vegan,private,75,petrol,5776,electricity,No,15,20,small,4,34,rarely,3135
pescatarian,private,24,petrol,2110,electricity,Yes,3,10,medium,1,13,rarely,1861
vegetarian,private,97.5,lpg,8521,coal,No,23,19,extra large,2,44,rarely,3645
omnivore,private,13.5,electric,5958,electricity,Sometimes,0,9,large,1,29,very frequently,2738
vegetarian,private,70.5,petrol,8192,electricity,Sometimes,15,17,large,4,45,very frequently,6637
pescatarian,private,33,hybrid,3257,coal,Sometimes,7,8,extra large,2,1,very frequently,2484
pescatarian,private,78,diesel,35,natural gas,Sometimes,21,10,extra large,3,37,rarely,1562
vegan,private,48,diesel,9366,electricity,No,4,24,extra large,3,32,very frequently,4734
pescatarian,private,67.5,lpg,599,wood,Yes,19,7,extra large,5,41,never,2145
pescatarian,private,66,diesel,9004,coal,Sometimes,12,20,medium,2,35,rarely,4314
vegan,private,69,diesel,9528,coal,Yes,19,8,medium,2,35,never,3933
pescatarian,private,30,hybrid,1507,wood,Sometimes,8,4,extra large,5,49,rarely,2554
vegan,private,66,lpg,9098,electricity,Yes,18,8,small,1,26,very frequently,4300
pescatarian,private,72,hybrid,6797,wood,No,24,0,large,5,1,very frequently,3422
vegan,private,25.5,diesel,7608,natural gas,Sometimes,2,13,large,7,31,never,3904
vegan,private,69,petrol,5457,coal,Yes,11,24,medium,5,8,very frequently,3728
vegetarian,private,76.5,petrol,6229,wood,Yes,20,11,small,2,1,rarely,2922
vegan,private,93,electric,2154,natural gas,No,19,24,medium,1,44,never,1451
vegan,private,28.5,lpg,7026,coal,No,9,1,medium,6,23,never,3318
omnivore,private,39,electric,4676,electricity,No,2,22,large,2,3,rarely,1259
vegetarian,private,63,hybrid,2511,coal,Yes,11,20,large,3,26,never,1555
vegetarian,private,78,petrol,1548,natural gas,Yes,15,22,small,4,11,frequently,2044
omnivore,private,64.5,electric,3514,natural gas,No,12,19,large,4,39,never,2066
pescatarian,private,69,electric,6505,natural gas,Yes,23,0,extra large,6,24,frequently,2400
vegetarian,private,73.5,electric,8610,natural gas,Sometimes,20,9,medium,7,9,rarely,1852
omnivore,private,49.5,petrol,6452,wood,Yes,15,3,medium,7,27,frequently,4814
pescatarian,private,64.5,petrol,9779,electricity,Sometimes,11,21,extra large,4,19,frequently,5409
vegetarian,private,22.5,hybrid,2511,natural gas,Yes,0,15,small,2,30,rarely,2139
omnivore,private,96,electric,8136,electricity,Sometimes,24,16,extra large,6,6,very frequently,2404
pescatarian,private,63,electric,1101,electricity,No,12,18,small,4,46,frequently,1929
vegetarian,private,75,hybrid,2478,coal,Yes,24,2,large,7,41,frequently,2803
pescatarian,private,49.5,hybrid,2162,electricity,Sometimes,15,3,medium,4,17,frequently,1526
vegan,private,46.5,hybrid,844,wood,No,10,11,extra large,4,42,frequently,2014
pescatarian,private,27,diesel,3699,coal,Yes,4,10,large,3,22,rarely,2946
pescatarian,private,82.5,electric,4155,coal,No,18,19,extra large,3,3,frequently,2225
vegan,private,67.5,petrol,7424,coal,Sometimes,22,1,medium,7,32,rarely,5476
vegan,private,82.5,electric,499,wood,No,17,21,medium,4,26,never,1318
vegan,private,70.5,petrol,7793,electricity,Sometimes,21,5,small,2,5,frequently,4158
vegetarian,private,27,petrol,4905,wood,Yes,8,2,medium,2,19,very frequently,3876
vegan,private,30,petrol,9704,electricity,Yes,6,8,large,1,34,frequently,4877
omnivore,private,69,diesel,3496,electricity,Sometimes,17,12,large,7,31,rarely,2785
pescatarian,private,72,diesel,5379,electricity,Sometimes,16,16,small,2,49,never,2658
vegan,private,34.5,diesel,672,coal,Sometimes,1,21,large,4,17,frequently,2010
pescatarian,private,66,petrol,9165,electricity,Yes,13,18,small,5,11,very frequently,5111
omnivore,private,49.5,petrol,6257,wood,Yes,8,17,small,5,17,frequently,3988
vegan,private,43.5,petrol,7206,natural gas,Yes,9,11,large,2,9,frequently,4900
pescatarian,private,61.5,diesel,1346,wood,Yes,14,13,extra large,7,19,rarely,2116
vegan,private,4.5,petrol,5817,electricity,Yes,1,1,medium,2,35,very frequently,3628
vegan,private,21,electric,5192,wood,No,2,10,medium,7,41,frequently,2053
vegetarian,private,73.5,lpg,7957,wood,Sometimes,19,11,small,6,50,never,3755
vegan,private,33,petrol,9172,natural gas,Sometimes,3,16,medium,7,14,frequently,4675
pescatarian,private,16.5,diesel,5287,coal,Yes,3,5,extra large,6,33,frequently,3735
omnivore,private,64.5,hybrid,7042,wood,No,12,19,large,6,31,rarely,3000
vegan,private,58.5,petrol,8518,natural gas,No,17,5,small,6,14,never,4557
pescatarian,private,67.5,electric,5606,coal,Sometimes,17,11,large,7,16,frequently,3441
vegan,private,28.5,lpg,2949,wood,Yes,4,11,medium,1,50,frequently,2699
pescatarian,private,13.5,diesel,3581,electricity,Sometimes,0,9,small,5,22,rarely,2775
vegan,private,70.5,hybrid,8940,wood,Yes,12,23,small,1,39,rarely,2260
pescatarian,private,7.5,diesel,2033,wood,Sometimes,1,3,medium,7,16,frequently,2384
omnivore,private,33,electric,3004,wood,Sometimes,9,4,extra large,2,12,frequently,1621
omnivore,private,60,lpg,1657,natural gas,Yes,17,6,medium,2,29,rarely,2073
vegan,private,60,electric,266,coal,Yes,11,18,small,3,14,frequently,1510
vegan,private,108,diesel,7058,natural gas,Yes,24,24,extra large,6,48,very frequently,5747
vegetarian,private,16.5,petrol,8782,electricity,No,4,3,small,5,21,very frequently,5174
omnivore,private,67.5,petrol,1261,wood,Sometimes,22,1,large,6,25,frequently,3753
pescatarian,private,81,diesel,6632,electricity,Yes,20,14,large,5,49,very frequently,5163
omnivore,private,33,diesel,8102,coal,Yes,5,12,extra large,7,33,never,4771
pescatarian,private,31.5,lpg,9009,electricity,Sometimes,8,5,large,6,31,frequently,5032
vegetarian,private,43.5,lpg,9580,coal,No,13,3,small,5,15,very frequently,6032
pescatarian,private,75,hybrid,9439,coal,Yes,20,10,small,1,5,never,2865
pescatarian,private,24,lpg,8910,natural gas,Sometimes,8,0,large,3,12,frequently,5039
pescatarian,private,24,electric,9719,wood,No,4,8,medium,3,4,rarely,1269
vegan,private,78,diesel,681,electricity,Yes,21,10,medium,2,36,very frequently,2223
vegetarian,private,100.5,petrol,9029,electricity,No,23,21,extra large,5,18,rarely,4798
vegetarian,private,49.5,lpg,3807,electricity,No,14,5,medium,5,50,frequently,3161
pescatarian,private,33,lpg,1779,wood,No,0,22,medium,7,26,rarely,1860
vegan,private,43.5,petrol,6007,wood,Sometimes,12,5,medium,5,27,frequently,3758
vegetarian,private,84,lpg,3187,wood,Sometimes,24,8,medium,5,46,never,2601
pescatarian,private,51,lpg,2242,natural gas,No,11,12,extra large,5,25,never,2070
vegan,private,36,petrol,6865,wood,Sometimes,9,6,large,6,43,very frequently,5578
pescatarian,private,27,diesel,6226,wood,Sometimes,3,12,extra large,2,2,never,2705
omnivore,private,99,hybrid,6992,wood,Yes,23,20,medium,3,32,very frequently,4324
vegetarian,private,22.5,petrol,1716,coal,Sometimes,6,3,large,4,5,never,1656
pescatarian,private,66,lpg,135,electricity,No,22,0,extra large,2,39,never,1270
vegetarian,private,73.5,lpg,8519,natural gas,No,20,9,large,5,0,never,3559
vegetarian,private,55.5,hybrid,8807,coal,Sometimes,9,19,large,3,45,never,2943
vegetarian,private,78,diesel,3491,wood,Sometimes,21,10,small,2,16,rarely,1998
vegetarian,private,30,hybrid,5011,natural gas,Sometimes,7,6,medium,6,6,frequently,2791
omnivore,private,64.5,lpg,9484,coal,Sometimes,19,5,large,6,13,rarely,4935
vegan,private,54,diesel,7391,coal,Sometimes,18,0,large,7,38,very frequently,4480
omnivore,private,52.5,petrol,2971,electricity,No,11,13,extra large,6,17,very frequently,3844
vegan,private,36,lpg,128,wood,Sometimes,8,8,large,2,12,frequently,1758
vegan,private,19.5,electric,2163,natural gas,No,3,7,extra large,3,17,frequently,1956
pescatarian,private,45,lpg,9522,coal,No,9,12,large,7,8,frequently,4946
pescatarian,private,88.5,electric,9475,wood,No,23,13,medium,4,20,frequently,1997
vegan,private,87,hybrid,3969,natural gas,No,21,16,small,6,24,rarely,1793
vegan,private,57,lpg,3986,natural gas,Yes,10,18,medium,2,39,rarely,3007
omnivore,private,67.5,petrol,7900,electricity,No,22,1,large,7,21,very frequently,5921
omnivore,private,49.5,hybrid,6344,coal,Yes,15,3,extra large,1,30,frequently,3068
vegetarian,private,40.5,electric,4159,electricity,Yes,3,21,extra large,1,47,never,1640
vegetarian,private,82.5,hybrid,908,electricity,Yes,17,21,medium,4,30,never,1455
pescatarian,private,81,lpg,2146,coal,No,23,8,large,6,14,frequently,2406
vegetarian,private,39,hybrid,7909,natural gas,No,12,2,large,6,40,frequently,3458
pescatarian,private,82.5,hybrid,4327,electricity,Yes,24,7,medium,3,3,rarely,1645
pescatarian,private,87,hybrid,8794,electricity,No,20,18,medium,1,30,rarely,2255
omnivore,private,36,petrol,3882,wood,Sometimes,9,6,small,4,34,rarely,3114
pescatarian,private,55.5,lpg,721,electricity,No,7,23,small,4,45,very frequently,2730
vegetarian,private,82.5,lpg,6919,natural gas,Yes,16,23,extra large,1,13,never,3053
vegetarian,private,60,electric,8713,natural gas,No,19,2,small,7,11,rarely,1145
vegetarian,private,85.5,lpg,1154,wood,No,24,9,extra large,3,17,never,1525
pescatarian,private,30,electric,3800,coal,Sometimes,2,16,large,6,34,rarely,2206
omnivore,private,75,diesel,8262,coal,Yes,24,2,small,6,33,never,3999
omnivore,private,78,petrol,5060,natural gas,Sometimes,21,10,large,1,27,frequently,4627
vegetarian,private,58.5,petrol,3400,natural gas,Sometimes,12,15,large,2,31,very frequently,3928
pescatarian,private,69,petrol,9061,natural gas,Sometimes,21,4,medium,3,47,rarely,6076
omnivore,private,49.5,hybrid,9168,wood,No,5,23,small,6,39,frequently,3420
omnivore,private,61.5,diesel,4603,natural gas,No,11,19,extra large,6,47,rarely,3181
vegetarian,private,22.5,petrol,1721,wood,No,4,7,extra large,6,15,never,2682
omnivore,private,34.5,petrol,922,coal,Sometimes,7,9,medium,4,30,frequently,2137
pescatarian,private,19.5,diesel,9933,wood,Yes,4,5,medium,6,8,very frequently,4206
pescatarian,private,1.5,petrol,959,natural gas,No,0,1,extra large,5,49,rarely,2474
vegetarian,private,67.5,diesel,6119,coal,Sometimes,16,13,small,6,25,rarely,2537
vegetarian,private,73.5,petrol,2142,electricity,Yes,15,19,extra large,6,17,very frequently,3506
omnivore,private,13.5,lpg,4717,coal,Yes,1,7,large,6,47,very frequently,3947
omnivore,private,91.5,hybrid,9677,natural gas,Yes,23,15,medium,3,22,never,3212
omnivore,private,54,hybrid,9861,electricity,Sometimes,7,22,large,2,2,never,2332
vegan,private,82.5,hybrid,8701,natural gas,Sometimes,16,23,medium,4,50,rarely,3666
omnivore,private,60,petrol,9658,wood,Sometimes,16,8,small,2,24,frequently,6786
omnivore,private,57,lpg,9402,natural gas,Yes,16,6,small,7,30,rarely,3944
pescatarian,private,85.5,lpg,7026,wood,Yes,22,13,large,6,25,frequently,5017
pescatarian,private,39,hybrid,107,natural gas,Yes,13,0,medium,1,17,frequently,1712
pescatarian,private,75,lpg,8187,wood,Sometimes,18,14,small,4,31,very frequently,5030
omnivore,private,70.5,petrol,4747,natural gas,Sometimes,21,5,large,2,41,rarely,2865
vegan,private,57,lpg,9771,wood,No,7,24,medium,6,7,very frequently,5639
pescatarian,private,82.5,diesel,7155,electricity,Yes,20,15,medium,1,43,frequently,3021
omnivore,private,76.5,electric,9181,electricity,Yes,22,7,large,7,13,rarely,1539
omnivore,private,82.5,diesel,2959,natural gas,Yes,18,19,large,1,30,never,2769
vegan,private,88.5,petrol,9425,coal,No,22,15,medium,7,36,very frequently,6719
pescatarian,private,64.5,hybrid,500,wood,No,20,3,extra large,3,11,frequently,1808
vegan,private,45,electric,3302,electricity,Sometimes,10,10,extra large,6,40,very frequently,3274
vegan,private,51,hybrid,645,natural gas,Sometimes,17,0,extra large,4,17,very frequently,2124
omnivore,private,84,petrol,9187,electricity,Yes,21,14,large,6,40,rarely,4973
vegan,private,52.5,lpg,4022,coal,Sometimes,6,23,extra large,6,8,never,2552
pescatarian,private,57,lpg,5934,natural gas,Sometimes,16,6,extra large,3,12,rarely,2898
vegetarian,private,37.5,petrol,1060,coal,Sometimes,9,7,medium,3,32,rarely,1852
pescatarian,private,27,diesel,9999,natural gas,No,1,16,extra large,1,13,rarely,3396
vegan,private,58.5,hybrid,8636,coal,Yes,8,23,extra large,1,7,never,1910
omnivore,private,54,hybrid,9695,natural gas,Sometimes,14,8,extra large,4,43,rarely,3886
pescatarian,private,45,electric,9208,coal,Yes,8,14,medium,7,42,very frequently,3294
vegetarian,private,30,electric,2237,natural gas,No,0,20,large,3,13,never,1341
pescatarian,private,4.5,lpg,4550,natural gas,Sometimes,0,3,extra large,2,40,very frequently,4028
